Claim_ID,Policy_ID,Claim_Date,Claim_Amount,Claim_Type,Severity
1069,3666,2024-02-26,0.0,Bodily Injury,0.0
1070,3690,2019-04-12,1.67,Bodily Injury,1.67
1071,3691,2024-05-22,49.65,Bodily Injury,49.65
1072,3691,2009-06-01,86.38,Property Damage,86.38
1073,3693,2024-06-15,152.49,Property Damage,152.49
1074,3697,2024-01-18,302.74,Bodily Injury,302.74
1075,3699,2014-12-16,94.39,Property Damage,94.39
1076,3713,2021-04-22,81.41,Property Damage,81.41
1077,3719,2018-09-28,162.65,Collision,162.65
1078,3732,2017-03-07,48.27,Bodily Injury,48.27
1079,3734,2014-08-04,42.31,Property Damage,42.31
1080,3734,2013-10-10,82.13,Collision,82.13
1081,3739,2024-08-27,41.58,Bodily Injury,41.58
1082,3741,2024-12-31,9.74,Property Damage,9.74
1083,3746,2020-09-01,73.64,Collision,73.64
1084,3750,2024-12-31,131.32,Collision,131.32
1085,3751,2024-01-20,110.71,Collision,110.71
1086,3753,2018-12-25,0.0,Comprehensive,0.0
1087,3757,2000-05-15,0.0,Property Damage,0.0
1088,3760,2022-06-19,69.33,Bodily Injury,69.33
1089,3761,2023-10-12,77.9,Property Damage,77.9
1090,3767,2018-04-12,147.11,Comprehensive,147.11
1091,3772,2014-04-08,0.0,Property Damage,0.0
1092,3773,2024-01-26,0.0,Comprehensive,0.0
1093,3774,2022-06-07,355.3,Bodily Injury,355.3
1094,3776,2024-07-19,0.0,Collision,0.0
1095,3791,2015-09-19,0.0,Comprehensive,0.0
1096,3793,2019-02-22,47.91,Property Damage,47.91
1097,3797,2015-03-12,0.0,Collision,0.0
1098,3806,2016-08-09,0.0,Collision,0.0
1099,3807,2021-03-02,255.66,Bodily Injury,255.66
1100,3812,2024-07-25,53.24,Bodily Injury,53.24
1101,3812,2021-12-19,37.16,Bodily Injury,37.16
1102,3814,2022-07-05,40.56,Bodily Injury,40.56
1103,3815,2007-04-05,244.88,Property Damage,244.88
1104,3825,2024-12-31,105.65,Bodily Injury,105.65
1105,3826,2024-10-12,133.51,Property Damage,133.51
1106,3850,2015-01-15,6.7,Property Damage,6.7
1107,3851,2024-10-13,176.82,Bodily Injury,176.82
1108,3862,2009-04-26,0.0,Bodily Injury,0.0
1109,3864,2015-09-15,32.05,Bodily Injury,32.05
1110,3867,2020-09-09,14.03,Bodily Injury,14.03
1111,3869,2019-03-13,141.54,Property Damage,141.54
1112,3877,2022-12-26,0.0,Property Damage,0.0
1113,3878,2006-05-12,29.75,Bodily Injury,29.75
1114,3884,2024-12-31,250.41,Bodily Injury,250.41
1115,3886,2019-09-09,0.0,Property Damage,0.0
1116,3888,2024-04-14,20.04,Bodily Injury,20.04
1117,3890,2003-08-12,0.0,Property Damage,0.0
1118,3891,2020-04-30,44.78,Property Damage,44.78
1119,3891,2014-09-12,62.56,Property Damage,62.56
1120,3905,2024-05-17,28.68,Bodily Injury,28.68
1121,3906,2024-12-31,28.32,Comprehensive,28.32
1122,3908,2020-05-08,231.42,Collision,231.42
1123,3909,2006-12-17,38.52,Property Damage,38.52
1124,3909,2005-04-26,68.58,Property Damage,68.58
1125,3913,2023-02-18,39.19,Property Damage,39.19
1126,3914,2016-03-19,105.88,Collision,105.88
1127,3914,2022-08-21,92.79,Collision,92.79
1128,3916,2009-04-21,0.0,Comprehensive,0.0
1129,3919,2018-01-03,83.87,Bodily Injury,83.87
1130,3919,2008-06-23,182.57,Property Damage,182.57
1131,3924,2019-05-15,0.0,Comprehensive,0.0
1132,3928,2022-06-05,163.48,Property Damage,163.48
1133,3930,2023-11-06,63.87,Collision,63.87
1134,3930,2023-12-10,79.1,Bodily Injury,79.1
1135,3936,2013-11-16,219.22,Comprehensive,219.22
1136,3947,2022-01-21,199.33,Property Damage,199.33
1137,3947,2024-11-24,166.06,Bodily Injury,166.06
1138,3950,1997-05-09,29.56,Property Damage,29.56
1139,3961,2011-09-25,233.02,Bodily Injury,233.02
1140,3963,2021-01-21,264.33,Property Damage,264.33
1141,3965,2022-05-13,27.13,Property Damage,27.13
1142,3970,2018-10-28,3.33,Collision,3.33
1143,3971,2006-05-02,0.0,Property Damage,0.0
1144,3973,2020-09-18,140.28,Comprehensive,140.28
1145,3973,1998-06-10,63.1,Property Damage,63.1
1146,3975,2013-05-22,3.09,Bodily Injury,3.09
1147,3976,2024-10-05,383.86,Property Damage,383.86
1148,3977,2012-04-11,31.11,Property Damage,31.11
1149,3981,2023-06-23,0.0,Collision,0.0
1150,3986,2007-01-30,3.06,Collision,3.06
1151,3988,2014-09-16,75.68,Property Damage,75.68
1152,3992,2022-11-12,291.23,Property Damage,291.23
1153,3999,2007-02-28,170.29,Property Damage,170.29
1154,3999,2018-10-20,135.85,Collision,135.85
1155,4014,2019-02-14,0.0,Bodily Injury,0.0
1156,4016,2022-04-27,0.0,Collision,0.0
1157,4023,2023-04-08,0.0,Collision,0.0
1158,4027,2021-09-30,,Collision,65.42
1159,4027,2024-05-26,,Bodily Injury,109.15
1160,4032,2019-07-30,0.0,Property Damage,0.0
1161,4035,2021-04-20,26.95,Bodily Injury,26.95
1162,4041,2024-12-31,17.38,Property Damage,17.38
1163,4042,2023-11-02,0.0,Collision,0.0
1164,4042,2022-03-31,0.0,Property Damage,0.0
1165,4044,2022-09-01,9.33,Bodily Injury,9.33
1166,4044,2024-07-15,12.44,Property Damage,12.44
1167,4048,2019-03-19,197.48,Collision,197.48
1168,4060,2023-09-24,47.86,Property Damage,47.86
1169,4061,2023-08-20,0.0,Comprehensive,0.0
1170,4065,2022-09-06,22.5,Bodily Injury,22.5
1171,4071,2017-01-11,0.97,Property Damage,0.97
1172,4071,2012-10-19,0.3,Property Damage,0.3
1173,4074,2010-07-21,11.75,Comprehensive,11.75
1174,4080,2020-12-10,83.48,Property Damage,83.48
1175,4083,2024-09-29,222.64,Bodily Injury,222.64
1176,4094,2024-12-31,0.0,Property Damage,0.0
1177,4104,2019-08-01,223.65,Property Damage,223.65
1178,4104,2018-05-14,135.36,Bodily Injury,135.36
1179,4105,2024-07-24,130.41,Property Damage,130.41
1180,4108,2008-02-21,409.89,Bodily Injury,409.89
1181,4109,2024-08-31,5.58,Collision,5.58
1182,4117,2017-07-31,0.0,Property Damage,0.0
1183,4117,2014-02-22,0.0,Property Damage,0.0
1184,4119,2018-01-31,0.0,Bodily Injury,0.0
1185,4122,2014-06-17,0.0,Property Damage,0.0
1186,4122,2007-12-04,0.0,Bodily Injury,0.0
1187,4123,2022-10-29,61.38,Bodily Injury,61.38
1188,4129,2022-09-02,0.0,Property Damage,0.0
1189,4132,2023-01-25,57.11,Property Damage,57.11
1190,4133,2004-01-04,11.98,Property Damage,11.98
1191,4133,2004-04-11,23.44,Collision,23.44
1192,4133,2023-03-07,28.59,Property Damage,28.59
1193,4133,2002-11-13,12.83,Comprehensive,12.83
1194,4135,2024-08-24,20.74,Property Damage,20.74
1195,4135,2004-01-24,14.68,Property Damage,14.68
1196,4136,2005-11-18,0.0,Comprehensive,0.0
1197,4140,2024-10-20,0.0,Collision,0.0
1198,4141,2021-03-10,0.0,Property Damage,0.0
1199,4149,2018-10-18,0.0,Bodily Injury,0.0
1200,4150,2016-09-21,165.1,Property Damage,165.1
1201,4159,2024-12-31,174.44,Property Damage,174.44
1202,4161,2019-12-25,0.0,Bodily Injury,0.0
1203,4162,2024-01-22,32.85,Collision,32.85
1204,4162,2015-01-04,56.32,Property Damage,56.32
1205,4175,2021-05-17,0.0,Bodily Injury,0.0
1206,4180,2021-09-13,82.19,Property Damage,82.19
1207,4182,2014-11-04,0.0,Bodily Injury,0.0
1208,4185,2020-10-13,30.06,Property Damage,30.06
1209,4185,2023-10-27,21.79,Property Damage,21.79
1210,4189,1997-09-24,0.0,Bodily Injury,0.0
1211,4192,2010-02-19,0.0,Property Damage,0.0
1212,4197,2014-11-15,214.98,Collision,214.98
1213,4198,2016-11-27,0.0,Collision,0.0
1214,4198,2013-02-11,0.0,Property Damage,0.0
1215,4200,2021-05-14,109.48,Collision,109.48
1216,4202,2023-06-23,125.67,Collision,125.67
1217,4204,2018-08-12,0.0,Collision,0.0
1218,4212,2024-03-12,0.0,Collision,0.0
1219,4222,2011-12-28,16.22,Property Damage,16.22
1220,4223,2015-06-11,0.0,Bodily Injury,0.0
1221,4223,2021-06-28,0.0,Bodily Injury,0.0
1222,4224,2009-11-01,2.35,Comprehensive,2.35
1223,4225,2018-08-20,51.73,Bodily Injury,51.73
1224,4228,2019-05-17,13.8,Bodily Injury,13.8
1225,4235,2005-10-23,182.9,Comprehensive,182.9
1226,4235,2017-02-09,128.48,Property Damage,128.48
1227,4236,2013-06-14,87.09,Collision,87.09
1228,4236,2012-03-13,59.85,Property Damage,59.85
1229,4244,2006-12-27,215.14,Bodily Injury,215.14
1230,4247,2023-12-19,0.0,Bodily Injury,0.0
1231,4255,2020-12-29,244.98,Property Damage,244.98
1232,4255,2024-06-11,154.45,Bodily Injury,154.45
1233,4256,2019-10-29,69.09,Bodily Injury,69.09
1234,4257,2018-07-30,0.0,Property Damage,0.0
1235,4260,2023-12-11,0.0,Bodily Injury,0.0
1236,4265,2000-12-04,385.96,Bodily Injury,385.96
1237,4268,2010-07-31,80.09,Property Damage,80.09
1238,4271,1997-09-15,0.0,Property Damage,0.0
1239,4278,2021-10-29,300.05,Comprehensive,300.05
1240,4279,2018-05-07,15.59,Property Damage,15.59
1241,4283,2021-02-15,60.06,Property Damage,60.06
1242,4284,2006-06-15,0.0,Collision,0.0
1243,4288,2024-06-14,26.05,Collision,26.05
1244,4293,2024-12-31,54.17,Comprehensive,54.17
1245,4299,2021-05-24,0.0,Collision,0.0
1246,4300,2014-05-01,74.95,Property Damage,74.95
1247,4302,2014-03-16,0.0,Bodily Injury,0.0
1248,4305,2002-03-06,47.0,Property Damage,47.0
1249,4305,1998-09-30,36.83,Collision,36.83
1250,4306,2023-10-27,127.23,Bodily Injury,127.23
1251,4306,2019-02-26,277.49,Bodily Injury,277.49
1252,4311,2013-11-04,104.24,Bodily Injury,104.24
1253,4316,2003-12-10,20.18,Property Damage,20.18
1254,4317,2020-09-21,38.51,Collision,38.51
1255,4318,2024-03-04,340.94,Property Damage,340.94
1256,4330,2020-08-01,113.99,Property Damage,113.99
1257,4331,2013-09-27,265.37,Property Damage,265.37
1258,4332,2007-06-12,44.58,Bodily Injury,44.58
1259,4333,2003-02-14,75.58,Bodily Injury,75.58
1260,4333,2013-07-17,95.14,Bodily Injury,95.14
1261,4339,2017-02-25,0.0,Property Damage,0.0
1262,4340,2006-04-05,130.84,Property Damage,130.84
1263,4341,2013-12-23,54.24,Property Damage,54.24
1264,4342,2024-09-02,17.16,Bodily Injury,17.16
1265,4342,2022-09-14,21.19,Bodily Injury,21.19
1266,4347,2023-08-20,0.0,Collision,0.0
1267,4348,2005-12-21,56.74,Collision,56.74
1268,4354,2024-06-12,26.69,Bodily Injury,26.69
1269,4358,2010-07-05,208.05,Collision,208.05
1270,4362,2019-04-26,43.97,Bodily Injury,43.97
1271,4364,2023-12-18,181.81,Comprehensive,181.81
1272,4364,2023-09-22,208.35,Property Damage,208.35
1273,4371,2021-06-16,120.6,Property Damage,120.6
1274,4372,2023-08-19,79.36,Property Damage,79.36
1275,4381,2024-12-31,59.97,Property Damage,59.97
1276,4382,2024-12-31,268.93,Property Damage,268.93
1277,4383,2016-02-11,0.04,Property Damage,0.04
1278,4383,2017-09-28,0.09,Property Damage,0.09
1279,4385,2017-12-11,146.1,Bodily Injury,146.1
1280,4395,2023-05-11,266.53,Collision,266.53
1281,4397,2022-02-25,34.59,Property Damage,34.59
1282,4397,2023-07-10,75.71,Bodily Injury,75.71
1283,4398,2017-07-19,0.0,Property Damage,0.0
1284,4399,2020-04-04,71.98,Bodily Injury,71.98
1285,4399,2006-09-22,79.9,Bodily Injury,79.9
1286,4404,2023-03-14,497.41,Property Damage,497.41
1287,4405,2024-07-26,0.0,Comprehensive,0.0
1288,4408,2017-03-14,18.13,Property Damage,18.13
1289,4410,2023-06-29,0.0,Bodily Injury,0.0
1290,4410,2006-03-21,0.0,Bodily Injury,0.0
1291,4411,2019-03-15,55.04,Collision,55.04
1292,4418,2011-07-23,60.9,Property Damage,60.9
1293,4424,2020-08-28,30.32,Collision,30.32
1294,4425,2009-01-24,191.45,Collision,191.45
1295,4432,2024-02-11,26.59,Property Damage,26.59
1296,4432,2022-02-05,22.33,Bodily Injury,22.33
1297,4436,2023-01-05,64.15,Bodily Injury,64.15
1298,4437,2017-05-14,0.73,Comprehensive,0.73
1299,4440,2024-06-12,178.88,Comprehensive,178.88
1300,4443,2009-05-28,0.0,Collision,0.0
1301,4448,2003-12-02,0.0,Bodily Injury,0.0
1302,4449,2013-02-05,0.0,Property Damage,0.0
1303,4458,2016-01-21,0.0,Property Damage,0.0
1304,4459,2024-01-29,0.0,Bodily Injury,0.0
1305,4460,2024-10-31,89.53,Bodily Injury,89.53
1306,4461,2002-06-11,221.31,Bodily Injury,221.31
1307,4463,2012-11-25,0.0,Collision,0.0
1308,4470,2023-08-02,45.95,Collision,45.95
1309,4479,2004-06-22,120.13,Property Damage,120.13
1310,4483,2024-04-11,8.47,Bodily Injury,8.47
1311,4484,2013-05-31,0.0,Collision,0.0
1312,4485,2013-04-18,253.76,Collision,253.76
1313,4488,2022-07-01,29.56,Property Damage,29.56
1314,4491,2024-01-08,0.0,Collision,0.0
1315,4492,2019-07-21,17.96,Comprehensive,17.96
1316,4494,2024-11-12,228.84,Property Damage,228.84
1317,4498,2007-03-31,0.0,Bodily Injury,0.0
1318,4505,2020-02-13,0.25,Property Damage,0.25
1319,4509,2022-11-21,,Collision,0.0
1320,4517,2020-03-12,0.0,Collision,0.0
1321,4518,2001-11-03,85.67,Comprehensive,85.67
1322,4519,2024-12-18,138.8,Collision,138.8
1323,4521,2021-06-15,0.0,Property Damage,0.0
1324,4522,2012-10-24,0.0,Property Damage,0.0
1325,4524,2023-11-07,62.59,Property Damage,62.59
1326,4525,2021-08-11,167.76,Property Damage,167.76
1327,4525,2024-11-09,140.98,Property Damage,140.98
1328,4528,2024-04-11,151.55,Bodily Injury,151.55
1329,4529,2023-10-21,39.99,Property Damage,39.99
1330,4531,2010-10-17,201.21,Property Damage,201.21
1331,4534,2006-02-22,79.02,Bodily Injury,79.02
1332,4535,2021-05-13,201.42,Bodily Injury,201.42
1333,4543,2016-02-04,0.0,Bodily Injury,0.0
1334,4544,2011-12-02,0.0,Property Damage,0.0
1335,4545,2017-12-06,52.55,Bodily Injury,52.55
1336,4545,2016-09-27,82.31,Collision,82.31
1337,4546,2022-12-31,292.77,Collision,292.77
1338,4552,2006-09-09,0.0,Bodily Injury,0.0
1339,4555,2020-06-06,25.04,Collision,25.04
1340,4558,2016-10-14,77.09,Bodily Injury,77.09
1341,4562,2020-03-24,22.73,Property Damage,22.73
1342,4566,2018-03-13,15.13,Collision,15.13
1343,4571,2021-05-07,216.36,Property Damage,216.36
1344,4574,2018-08-05,83.18,Property Damage,83.18
1345,4581,2017-01-17,0.0,Property Damage,0.0
1346,4584,2024-12-31,72.15,Property Damage,72.15
1347,4585,2024-02-02,0.0,Bodily Injury,0.0
1348,4588,2013-03-24,61.17,Collision,61.17
1349,4597,2009-12-31,224.81,Property Damage,224.81
1350,4597,2012-01-20,176.17,Bodily Injury,176.17
1351,4604,2009-10-15,13.64,Property Damage,13.64
1352,4605,2009-07-23,0.0,Bodily Injury,0.0
1353,4606,2016-06-10,54.14,Property Damage,54.14
1354,4612,2020-12-09,10.25,Property Damage,10.25
1355,4614,2015-01-20,0.0,Bodily Injury,0.0
1356,4617,2014-01-24,94.22,Comprehensive,94.22
1357,4621,2002-03-28,131.79,Bodily Injury,131.79
1358,4622,2023-03-18,0.0,Collision,0.0
1359,4624,2023-08-04,0.0,Property Damage,0.0
1360,4625,2020-11-05,34.25,Bodily Injury,34.25
1361,4625,2019-11-18,73.48,Collision,73.48
1362,4625,2024-08-31,52.51,Bodily Injury,52.51
1363,4635,2023-03-31,0.0,Property Damage,0.0
1364,4641,2024-08-21,26.81,Property Damage,26.81
1365,4642,2020-08-22,94.35,Bodily Injury,94.35
1366,4647,2007-06-14,51.58,Property Damage,51.58
1367,4660,2017-12-30,25.63,Property Damage,25.63
1368,4660,2023-08-19,15.22,Property Damage,15.22
1369,4661,2020-01-27,0.0,Property Damage,0.0
1370,4669,2024-03-28,23.75,Property Damage,23.75
1371,4671,2013-05-04,0.0,Bodily Injury,0.0
1372,4674,2020-07-23,200.36,Property Damage,200.36
1373,4677,2024-12-31,18.3,Bodily Injury,18.3
1374,4687,2002-05-26,185.83,Comprehensive,185.83
1375,4692,2022-08-23,69.9,Bodily Injury,69.9
1376,4696,2020-03-10,19.69,Collision,19.69
1377,4698,2024-05-14,52.88,Property Damage,52.88
1378,4699,2023-04-21,377.9,Collision,377.9
1379,4700,1998-03-02,151.74,Bodily Injury,151.74
1380,4704,1996-06-09,0.0,Property Damage,0.0
1381,4707,2018-12-07,74.66,Property Damage,74.66
1382,4710,2021-12-14,0.0,Bodily Injury,0.0
1383,4711,2016-10-06,52.98,Collision,52.98
1384,4712,2013-02-19,95.59,Property Damage,95.59
1385,4713,2008-03-05,18.01,Collision,18.01
1386,4713,2012-06-14,54.36,Collision,54.36
1387,4714,2015-06-27,0.0,Collision,0.0
1388,4718,2021-02-23,56.35,Collision,56.35
1389,4721,2016-12-21,0.0,Bodily Injury,0.0
1390,4728,2014-06-23,30.74,Collision,30.74
1391,4737,2023-01-10,0.28,Collision,0.28
1392,4739,2004-10-17,52.95,Bodily Injury,52.95
1393,4745,2018-10-26,30.7,Collision,30.7
1394,4749,2023-09-27,0.0,Collision,0.0
1395,4749,2020-01-09,0.0,Property Damage,0.0
1396,4751,2012-05-31,105.73,Property Damage,105.73
1397,4756,2022-05-10,245.99,Collision,245.99
1398,4757,2019-03-23,106.55,Property Damage,106.55
1399,4760,2014-12-29,66.85,Comprehensive,66.85
1400,4763,2003-02-11,133.7,Bodily Injury,133.7
1401,4771,2021-07-10,0.0,Property Damage,0.0
1402,4772,2022-12-23,237.32,Property Damage,237.32
1403,4775,2022-11-17,252.78,Collision,252.78
1404,4775,2017-04-19,223.58,Property Damage,223.58
1405,4776,2017-07-11,56.54,Property Damage,56.54
1406,4777,2006-12-13,111.25,Property Damage,111.25
1407,4782,2013-05-05,36.17,Property Damage,36.17
1408,4786,2012-03-20,107.96,Property Damage,107.96
1409,4789,2024-10-15,126.4,Property Damage,126.4
1410,4796,2017-04-29,329.67,Collision,329.67
1411,4796,2013-03-01,199.13,Bodily Injury,199.13
1412,4798,2019-08-24,117.25,Property Damage,117.25
1413,4807,2021-08-27,8.18,Collision,8.18
1414,4810,2016-12-27,0.0,Bodily Injury,0.0
1415,4815,2024-05-13,78.9,Bodily Injury,78.9
1416,4817,2016-06-28,0.0,Bodily Injury,0.0
1417,4821,2023-12-17,94.1,Property Damage,94.1
1418,4831,2018-09-07,26.5,Collision,26.5
1419,4834,2017-09-28,0.0,Property Damage,0.0
1420,4837,2020-11-17,214.2,Bodily Injury,214.2
1421,4839,2023-03-03,61.62,Collision,61.62
1422,4839,2024-05-24,64.18,Bodily Injury,64.18
1423,4840,2024-11-18,31.18,Bodily Injury,31.18
1424,4841,2022-08-31,0.0,Bodily Injury,0.0
1425,4842,2023-04-11,65.44,Property Damage,65.44
1426,4842,2022-10-16,94.08,Comprehensive,94.08
1427,4850,2020-02-29,0.0,Collision,0.0
1428,4861,2018-04-04,76.73,Property Damage,76.73
1429,4867,2020-10-27,228.47,Bodily Injury,228.47
1430,4869,2022-02-16,0.0,Collision,0.0
1431,4872,2011-02-06,106.86,Collision,106.86
1432,4874,2013-09-20,124.64,Comprehensive,124.64
1433,4877,2023-07-01,10.45,Property Damage,10.45
1434,4877,2022-12-09,14.16,Property Damage,14.16
1435,4877,2023-11-16,11.15,Comprehensive,11.15
1436,4878,2018-11-11,35.65,Bodily Injury,35.65
1437,4883,2024-06-18,7.86,Comprehensive,7.86
1438,4884,2019-07-30,0.0,Property Damage,0.0
1439,4884,2019-11-04,0.0,Collision,0.0
1440,4885,2017-09-15,0.0,Bodily Injury,0.0
1441,4888,2019-03-12,0.0,Bodily Injury,0.0
1442,4892,2009-12-30,11.17,Bodily Injury,11.17
1443,4895,2016-12-15,78.9,Collision,78.9
1444,4897,2018-01-11,70.46,Property Damage,70.46
1445,4898,2022-11-20,23.11,Comprehensive,23.11
1446,4915,2024-02-27,0.0,Bodily Injury,0.0
1447,4917,2019-11-18,86.23,Collision,86.23
1448,4921,2024-12-31,32.31,Property Damage,32.31
1449,4924,2011-05-23,35.36,Property Damage,35.36
1450,4934,2013-02-11,8.36,Property Damage,8.36
1451,4936,2021-11-09,103.1,Collision,103.1
1452,4937,2024-04-17,0.0,Property Damage,0.0
1453,4945,2004-06-04,44.16,Collision,44.16
1454,4948,2009-04-09,206.4,Property Damage,206.4
1455,4953,2016-08-09,0.0,Bodily Injury,0.0
1456,4954,2023-07-09,0.0,Property Damage,0.0
1457,4955,2023-08-19,111.0,Property Damage,111.0
1458,4957,2019-10-06,17.53,Collision,17.53
1459,4966,2013-11-21,113.21,Collision,113.21
1460,4978,2017-10-19,155.31,Collision,155.31
1461,4983,2015-07-31,0.0,Property Damage,0.0
1462,4984,2021-12-15,27.48,Comprehensive,27.48
1463,4988,2020-07-08,58.58,Collision,58.58
1464,4992,2015-04-25,46.84,Property Damage,46.84
1465,4994,2020-05-01,0.0,Collision,0.0
1466,4995,2021-04-01,240.88,Property Damage,240.88
1467,4997,2020-12-02,182.93,Property Damage,182.93
1468,4997,2024-05-15,57.17,Collision,57.17
1469,5003,2022-08-27,35.57,Comprehensive,35.57
1470,5004,2023-05-24,211.97,Bodily Injury,211.97
1471,5004,2015-03-16,343.75,Bodily Injury,343.75
1472,5005,2013-10-04,186.08,Property Damage,186.08
1473,5009,2024-12-09,0.0,Collision,0.0
1474,5009,2024-10-18,0.0,Collision,0.0
1475,5016,2012-12-15,0.0,Property Damage,0.0
1476,5019,2018-12-31,0.0,Bodily Injury,0.0
1477,5021,2024-12-21,2.57,Collision,2.57
1478,5031,2013-07-28,33.14,Collision,33.14
1479,5035,2022-02-10,45.12,Collision,45.12
1480,5036,2019-06-10,104.62,Property Damage,104.62
1481,5036,2011-12-25,63.63,Collision,63.63
1482,5040,2024-12-31,21.65,Bodily Injury,21.65
1483,5042,2023-09-23,19.31,Property Damage,19.31
1484,5047,2021-12-07,87.91,Bodily Injury,87.91
1485,5055,2009-11-06,33.49,Collision,33.49
1486,5055,2011-04-28,15.16,Collision,15.16
1487,5058,2019-05-29,0.0,Comprehensive,0.0
1488,5059,2024-07-13,13.7,Property Damage,13.7
1489,5061,2010-12-11,19.54,Property Damage,19.54
1490,5066,2017-06-05,126.45,Comprehensive,126.45
1491,5067,2017-03-11,119.49,Collision,119.49
1492,5071,2024-09-26,134.37,Bodily Injury,134.37
1493,5072,2018-04-27,23.48,Property Damage,23.48
1494,5072,2013-10-22,48.28,Collision,48.28
1495,5074,2016-05-12,161.61,Property Damage,161.61
1496,5074,2009-07-02,338.42,Collision,338.42
1497,5075,2019-10-29,82.42,Bodily Injury,82.42
1498,5080,2018-08-02,203.94,Bodily Injury,203.94
1499,5081,2020-09-14,21.59,Bodily Injury,21.59
1500,5090,2024-12-31,141.12,Bodily Injury,141.12
1501,5104,2008-05-06,533.42,Property Damage,533.42
1502,5113,2020-08-05,177.57,Bodily Injury,177.57
1503,5113,2013-03-04,90.52,Bodily Injury,90.52
1504,5114,2024-11-21,245.33,Bodily Injury,245.33
1505,5115,2011-11-26,0.0,Bodily Injury,0.0
1506,5129,2024-08-21,50.66,Property Damage,50.66
1507,5129,2017-04-02,86.48,Property Damage,86.48
1508,5130,2022-08-13,146.53,Property Damage,146.53
1509,5130,2020-10-30,99.47,Property Damage,99.47
1510,5134,2024-12-18,139.04,Property Damage,139.04
1511,5147,2017-04-04,0.0,Property Damage,0.0
1512,5156,2021-06-06,98.67,Property Damage,98.67
1513,5166,2021-07-27,51.39,Bodily Injury,51.39
1514,5172,2024-10-27,83.66,Bodily Injury,83.66
1515,5173,2022-07-28,49.96,Property Damage,49.96
1516,5173,2023-03-31,67.81,Property Damage,67.81
1517,5176,2023-11-30,0.0,Bodily Injury,0.0
1518,5176,2024-09-29,0.0,Bodily Injury,0.0
1519,5177,2000-08-18,388.66,Property Damage,388.66
1520,5182,2014-01-12,96.4,Bodily Injury,96.4
1521,5190,2024-03-19,0.0,Property Damage,0.0
1522,5193,2020-07-09,183.02,Property Damage,183.02
1523,5194,2019-02-23,3.15,Property Damage,3.15
1524,5196,2016-06-13,94.05,Property Damage,94.05
1525,5199,2024-12-14,61.41,Property Damage,61.41
1526,5200,2015-07-07,243.01,Collision,243.01
1527,5208,2001-01-29,62.43,Collision,62.43
1528,5212,2022-07-28,48.72,Comprehensive,48.72
1529,5217,2024-12-31,0.0,Bodily Injury,0.0
1530,5218,2013-07-02,107.21,Property Damage,107.21
1531,5218,2014-05-30,250.37,Property Damage,250.37
1532,5221,2019-11-20,0.0,Property Damage,0.0
1533,5223,2024-10-14,134.67,Bodily Injury,134.67
1534,5225,2019-10-18,103.92,Property Damage,103.92
1535,5230,2023-10-27,0.0,Property Damage,0.0
1536,5234,2023-05-29,55.08,Comprehensive,55.08
1537,5237,2003-07-03,9.81,Property Damage,9.81
1538,5246,2024-05-09,90.17,Property Damage,90.17
1539,5248,2010-12-30,125.34,Property Damage,125.34
1540,5249,2014-01-25,0.0,Property Damage,0.0
1541,5251,2023-02-26,0.0,Bodily Injury,0.0
1542,5251,2023-10-10,0.0,Collision,0.0
1543,5252,2014-11-14,35.12,Bodily Injury,35.12
1544,5254,2019-12-24,29.01,Bodily Injury,29.01
1545,5256,2022-01-28,37.22,Collision,37.22
1546,5258,2002-09-01,136.17,Property Damage,136.17
1547,5260,2007-12-22,132.33,Property Damage,132.33
1548,5263,2024-03-01,178.67,Property Damage,178.67
1549,5265,2024-03-26,0.0,Property Damage,0.0
1550,5266,2008-09-22,312.5,Collision,312.5
1551,5269,2023-07-17,61.0,Property Damage,61.0
1552,5270,2008-08-06,39.43,Property Damage,39.43
1553,5274,2022-07-30,33.03,Comprehensive,33.03
1554,5277,2020-02-11,254.84,Property Damage,254.84
1555,5277,2020-09-12,232.93,Bodily Injury,232.93
1556,5280,2019-04-29,,Bodily Injury,52.82
1557,5285,2008-12-07,118.39,Collision,118.39
1558,5285,2007-11-05,79.4,Collision,79.4
1559,5294,2015-09-24,0.0,Property Damage,0.0
1560,5295,2021-04-22,126.02,Collision,126.02
1561,5297,2024-11-19,0.0,Collision,0.0
1562,5298,2014-11-23,0.0,Collision,0.0
1563,5301,2023-12-26,0.0,Property Damage,0.0
1564,5302,2023-08-04,220.68,Property Damage,220.68
1565,5305,2020-05-28,0.0,Property Damage,0.0
1566,5306,2024-12-31,0.0,Bodily Injury,0.0
1567,5307,2023-01-17,130.88,Property Damage,130.88
1568,5307,2017-07-02,37.24,Property Damage,37.24
1569,5307,2008-03-19,130.78,Collision,130.78
1570,5312,2004-06-18,126.95,Collision,126.95
1571,5316,2024-08-13,222.15,Property Damage,222.15
1572,5320,2012-12-30,0.0,Property Damage,0.0
1573,5320,2014-03-03,0.0,Property Damage,0.0
1574,5328,2021-08-11,140.67,Bodily Injury,140.67
1575,5329,2022-12-30,114.87,Bodily Injury,114.87
1576,5333,2021-05-10,66.68,Collision,66.68
1577,5342,2009-03-25,0.0,Collision,0.0
1578,5343,2014-06-14,133.2,Collision,133.2
1579,5344,2011-12-27,0.0,Comprehensive,0.0
1580,5347,2018-12-19,0.0,Property Damage,0.0
1581,5351,2018-12-22,118.4,Comprehensive,118.4
